level,hanja,mean,pron,hms
6__,郡,고을,군,고을 군
4__,君,임금,군,임금 군
4__,群,무리,군,무리 군
4__,屈,굽힐,굴,굽힐 굴
4ii,宮,집,궁,집 궁
4__,窮,다할/궁할,궁,다할/궁할 궁
3ii,弓,활,궁,활 궁
4ii,權,권세,권,권세 권
4__,券,문서,권,문서 권
4__,勸,권할,권,권할 권
4__,卷,책,권,책 권
3ii,拳,주먹,권,주먹 권
3__,厥,그,궐,그 궐
3__,軌,바퀴자국,궤,바퀴자국 궤
5__,貴,귀할,귀,귀할 귀
4__,歸,돌아갈,귀,돌아갈 귀
3ii,鬼,귀신,귀,귀신 귀
5__,規,법,규,법 규
3__,糾,얽을,규,얽을 규
3__,叫,부르짖을,규,부르짖을 규
4__,均,고를,균,고를 균
3ii,菌,버섯,균,버섯 균
4ii,極,다할/극진할,극,다할/극진할 극
4__,劇,심할,극,심할 극
3ii,克,이길,극,이길 극
6__,根,뿌리,근,뿌리 근
6__,近,가까울,근,가까울 근
4__,勤,부지런할,근,부지런할 근
4__,筋,힘줄,근,힘줄 근
3__,僅,겨우,근,겨우 근
3__,謹,삼갈,근,삼갈 근
3__,斤,근/날,근,근/날 근
8__,金,쇠,금,쇠 금|성 김
6ii,今,이제,금,이제 금
4ii,禁,금할,금,금할 금
3ii,禽,새,금,새 금
3ii,錦,비단,금,비단 금
3ii,琴,거문고,금,거문고 금
6ii,急,급할,급,급할 급
6__,級,등급,급,등급 급
5__,給,줄,급,줄 급
3ii,及,미칠,급,미칠 급
3__,肯,즐길,긍,즐길 긍
7ii,氣,기운,기,기운 기
7ii,記,기록할,기,기록할 기
7__,旗,기,기,기 기
5ii,基,터,기,터 기
5ii,己,몸,기,몸 기
5__,汽,물끓는김,기,물끓는김 기
5__,期,기약할,기,기약할 기
5__,技,재주,기,재주 기
4ii,器,그릇,기,그릇 기
4ii,起,일어날,기,일어날 기
4__,機,틀,기,틀 기
4__,寄,부칠,기,부칠 기
4__,奇,기특할,기,기특할 기
4__,紀,벼리,기,벼리 기
3ii,騎,말탈,기,말탈 기
3ii,祈,빌,기,빌 기
3ii,畿,경기,기,경기 기
3ii,其,그,기,그 기
3ii,企,꾀할,기,꾀할 기
3__,旣,이미,기,이미 기
3__,忌,꺼릴,기,꺼릴 기
3__,棄,버릴,기,버릴 기
3__,欺,속일,기,속일 기
3__,飢,주릴,기,주릴 기
3__,豈,어찌,기,어찌 기
3__,幾,몇,기,몇 기
3ii,緊,긴할,긴,긴할 긴
5__,吉,길할,길,길할 길
3__,那,어찌,나,어찌 나
3ii,諾,허락할,낙,허락할 낙
4ii,暖,따뜻할,난,따뜻할 난
4ii,難,어려울,난,어려울 난
8__,南,남녘,남,남녘 남
7ii,男,사내,남,사내 남
4__,納,들일,납,들일 납
3ii,娘,계집,낭,계집 낭
7ii,內,안,내,안 내
3ii,耐,견딜,내,견딜 내
3__,奈,어찌,내,어찌 내
3__,乃,이에,내,이에 내
8__,女,계집,녀,계집 녀
8__,年,해,년,해 년
5ii,念,생각,념,생각 념
3ii,寧,편안,녕,편안 녕
4ii,怒,성낼,노,성낼 노
4ii,努,힘쓸,노,힘쓸 노
3ii,奴,종,노,종 노
7ii,農,농사,농,농사 농
3ii,腦,골/뇌수,뇌,골/뇌수 뇌
3__,惱,번뇌할,뇌,번뇌할 뇌
5ii,能,능할,능,능할 능
3ii,泥,진흙,니,진흙 니
6__,多,많을,다,많을 다
3ii,茶,차,다,차 다|차 차
6ii,短,짧을,단,짧을 단
5ii,團,둥글,단,둥글 단
5__,壇,단,단,단 단
4ii,斷,끊을,단,끊을 단
4ii,單,홑,단,홑 단
4ii,檀,박달나무,단,박달나무 단
4ii,端,끝,단,끝 단
4__,段,층계,단,층계 단
3ii,旦,아침,단,아침 단
3ii,但,다만,단,다만 단
3ii,丹,붉을,단,붉을 단
4ii,達,통달할,달,통달할 달
5__,談,말씀,담,말씀 담
4ii,擔,멜,담,멜 담
3ii,淡,맑을,담,맑을 담
7ii,答,대답,답,대답 답
3ii,踏,밟을,답,밟을 답
3__,畓,논,답,논 답
6ii,堂,집,당,집 당
5ii,當,마땅,당,마땅 당
4ii,黨,무리,당,무리 당
3ii,糖,엿,당,엿 당
3ii,唐,당나라/당황할,당,당나라/당황할 당
8__,大,큰,대,큰 대
6ii,代,대신할,대,대신할 대
6ii,對,대할,대,대할 대
6__,待,기다릴,대,기다릴 대
4ii,帶,띠,대,띠 대
4ii,隊,무리,대,무리 대
3ii,臺,대,대,대 대
3ii,貸,빌릴/뀔,대,빌릴/뀔 대
5ii,德,큰,덕,큰 덕
7ii,道,길,도,길 도
6ii,圖,그림,도,그림 도
6__,度,법도,도,법도 도|헤아릴 탁
5ii,到,이를,도,이를 도
5__,都,도읍,도,도읍 도
5__,島,섬,도,섬 도
4ii,導,인도할,도,인도할 도
4__,徒,무리,도,무리 도
4__,盜,도둑,도,도둑 도
4__,逃,도망할,도,도망할 도
3ii,渡,건널,도,건널 도
3ii,桃,복숭아,도,복숭아 도
3ii,倒,넘어질,도,넘어질 도
3ii,陶,질그릇,도,질그릇 도
3ii,途,길,도,길 도
3ii,刀,칼,도,칼 도
3__,跳,뛸,도,뛸 도
3__,挑,돋울,도,돋울 도
3__,塗,칠할,도,칠할 도
3__,稻,벼,도,벼 도
6ii,讀,읽을,독,읽을 독|구절 두
5ii,獨,홀로,독,홀로 독
4ii,毒,독,독,독 독
4ii,督,감독할,독,감독할 독
3__,篤,도타울,독,도타울 독
3__,敦,도타울,돈,도타울 돈
3__,豚,돼지,돈,돼지 돈
3ii,突,갑자기,돌,갑자기 돌
8__,東,동녘,동,동녘 동
7ii,動,움직일,동,움직일 동
7__,同,한가지,동,한가지 동
7__,洞,골,동,골 동|밝을 통
7__,冬,겨울,동,겨울 동
6ii,童,아이,동,아이 동
4ii,銅,구리,동,구리 동
3ii,凍,얼,동,얼 동
6__,頭,머리,두,머리 두
4ii,斗,말,두,말 두
4ii,豆,콩,두,콩 두
3__,屯,진칠,둔,진칠 둔
3__,鈍,둔할,둔,둔할 둔
4ii,得,얻을,득,얻을 득
7__,登,오를,등,오를 등
6ii,等,무리,등,무리 등
4ii,燈,등,등,등 등
3__,騰,오를,등,오를 등
4ii,羅,벌릴,라,벌릴 라
6ii,樂,즐길,락,즐길 락|노래 악|좋아할 요
5__,落,떨어질,락,떨어질 락
3ii,絡,이을/얽을,락,이을/얽을 락
4__,亂,어지러울,란,어지러울 란
4__,卵,알,란,알 란
3ii,欄,난간,란,난간 란
3ii,蘭,난초,란,난초 란
4__,覽,볼,람,볼 람
3__,濫,넘칠,람,넘칠 람
5ii,朗,밝을,랑,밝을 랑
3ii,浪,물결,랑,물결 랑
3ii,廊,사랑채/행랑,랑,사랑채/행랑 랑
3ii,郞,사내,랑,사내 랑
7__,來,올,래,올 래
5__,冷,찰,랭,찰 랭
4__,略,간략할/약할,략,간략할/약할 략
3__,掠,노략질할,략,노략질할 략
5ii,良,어질,량,어질 량
5__,量,헤아릴,량,헤아릴 량
4ii,兩,두,량,두 량
4__,糧,양식,량,양식 량
3ii,涼,서늘할,량,서늘할 량
3ii,梁,들보/돌다리,량,들보/돌다리 량
3__,諒,살펴알/믿을,량,살펴알/믿을 량
5ii,旅,나그네,려,나그네 려
4ii,麗,고울,려,고울 려
4__,慮,생각할,려,생각할 려
3ii,勵,힘쓸,려,힘쓸 려
7ii,力,힘,력,힘 력
5ii,歷,지날,력,지날 력
3ii,曆,책력,력,책력 력
5ii,練,익힐,련,익힐 련
4ii,連,이을,련,이을 련
3ii,鍊,쇠불릴/단련할,련,쇠불릴/단련할 련
3ii,蓮,연꽃,련,연꽃 련
3ii,聯,연이을,련,연이을 련
3ii,戀,그리워할/그릴,련,그리워할/그릴 련
3__,憐,불쌍히여길,련,불쌍히여길 련
4ii,列,벌릴,렬,벌릴 렬
4__,烈,매울,렬,매울 렬
3ii,裂,찢어질,렬,찢어질 렬
3__,劣,못할,렬,못할 렬
3__,廉,청렴할,렴,청렴할 렴
3__,獵,사냥,렵,사냥 렵
5__,領,거느릴,령,거느릴 령
5__,令,하여금,령,하여금 령
3ii,靈,신령,령,신령 령
3ii,嶺,고개,령,고개 령
3__,零,떨어질/영,령,떨어질/영 령
6__,例,법식,례,법식 례
6__,禮,예도,례,예도 례
3__,隷,종,례,종 례
7__,老,늙을,로,늙을 로
6__,路,길,로,길 로
5ii,勞,일할,로,일할 로
3ii,露,이슬,로,이슬 로
3ii,爐,화로,로,화로 로
6__,綠,푸를,록,푸를 록
4ii,錄,기록할,록,기록할 록
3ii,祿,녹,록,녹 록
3__,鹿,사슴,록,사슴 록
4ii,論,논할,론,논할 론
3ii,弄,희롱할,롱,희롱할 롱
3ii,賴,의뢰할,뢰,의뢰할 뢰
3ii,雷,우레,뢰,우레 뢰
5__,料,헤아릴,료,헤아릴 료
3__,僚,동료,료,동료 료
3__,了,마칠,료,마칠 료
4__,龍,용,룡,용 룡
3ii,漏,샐,루,샐 루
3ii,樓,다락,루,다락 루
3ii,累,여러/자주,루,여러/자주 루
3__,淚,눈물,루,눈물 루
3__,屢,여러,루,여러 루
5ii,流,흐를,류,흐를 류
5ii,類,무리,류,무리 류
4ii,留,머무를,류,머무를 류
4__,柳,버들,류,버들 류
8__,六,여섯,륙,여섯 륙
5ii,陸,뭍,륙,뭍 륙
4__,輪,바퀴,륜,바퀴 륜
3ii,倫,인륜,륜,인륜 륜
4ii,律,법칙,률,법칙 률
3ii,率,비율,률,비율 률|거느릴 솔
3ii,栗,밤,률,밤 률
3ii,隆,높을,륭,높을 륭
3ii,陵,언덕,릉,언덕 릉
7__,里,마을,리,마을 리
6ii,利,이할,리,이할 리
6ii,理,다스릴,리,다스릴 리
6__,李,오얏/성,리,오얏/성 리
4__,離,떠날,리,떠날 리
3ii,吏,벼슬아치/관리,리,벼슬아치/관리 리
3ii,履,밟을,리,밟을 리
3ii,裏,속,리,속 리
3__,梨,배,리,배 리
3__,隣,이웃,린,이웃 린
7__,林,수풀,림,수풀 림
3ii,臨,임할,림,임할 림
7ii,立,설,립,설 립
5__,馬,말,마,말 마
3ii,磨,갈,마,갈 마
3ii,麻,삼,마,삼 마
3ii,漠,넓을,막,넓을 막
3ii,莫,없을,막,없을 막
3ii,幕,장막,막,장막 막
8__,萬,일만,만,일만 만
4ii,滿,찰,만,찰 만
3ii,晩,늦을,만,늦을 만
3__,慢,거만할,만,거만할 만
3__,漫,흩어질,만,흩어질 만
5__,末,끝,말,끝 말
5ii,望,바랄,망,바랄 망
5__,亡,망할,망,망할 망
3ii,妄,망령될,망,망령될 망
3__,忘,잊을,망,잊을 망
3__,茫,아득할,망,아득할 망
3__,忙,바쁠,망,바쁠 망
3__,罔,없을,망,없을 망
7ii,每,매양,매,매양 매
5__,買,살,매,살 매
5__,賣,팔,매,팔 매
4__,妹,누이,매,누이 매
3ii,媒,중매,매,중매 매
3ii,梅,매화,매,매화 매
3__,埋,묻을,매,묻을 매
4ii,脈,줄기,맥,줄기 맥
3ii,麥,보리,맥,보리 맥
3ii,孟,맏,맹,맏 맹
3ii,猛,사나울,맹,사나울 맹
3ii,盲,소경/눈멀,맹,소경/눈멀 맹
3ii,盟,맹세,맹,맹세 맹
7__,面,낯,면,낯 면
4__,勉,힘쓸,면,힘쓸 면
3ii,眠,잘,면,잘 면
3ii,綿,솜,면,솜 면
3ii,免,면할,면,면할 면
3ii,滅,꺼질/멸할,멸,꺼질/멸할 멸
7ii,名,이름,명,이름 명
7__,命,목숨,명,목숨 명
6ii,明,밝을,명,밝을 명
4__,鳴,울,명,울 명
3ii,銘,새길,명,새길 명
3__,冥,어두울,명,어두울 명
8__,母,어미,모,어미 모
4ii,毛,터럭,모,터럭 모
4__,模,본뜰,모,본뜰 모
3ii,謀,꾀,모,꾀 모
3ii,貌,모양,모,모양 모
3ii,慕,그릴,모,그릴 모
3__,某,아무,모,아무 모
3__,暮,저물,모,저물 모
3__,募,모을/뽑을,모,모을/뽑을 모
3__,冒,무릅쓸,모,무릅쓸 모
3__,侮,업신여길,모,업신여길 모
8__,木,나무,목,나무 목
6__,目,눈,목,눈 목
4ii,牧,칠,목,칠 목
3ii,睦,화목할,목,화목할 목
3ii,沒,빠질,몰,빠질 몰
3ii,蒙,어두울,몽,어두울 몽
3ii,夢,꿈,몽,꿈 몽
4__,墓,무덤,묘,무덤 묘
4__,妙,묘할,묘,묘할 묘
3__,卯,토끼,묘,토끼 묘
3__,廟,사당,묘,사당 묘
3__,苗,모,묘,모 묘
5__,無,없을,무,없을 무
4ii,務,힘쓸,무,힘쓸 무
4ii,武,호반,무,호반 무
4__,舞,춤출,무,춤출 무
3ii,貿,무역할,무,무역할 무
3ii,茂,무성할,무,무성할 무
3__,戊,천간,무,천간 무
3__,霧,안개,무,안개 무
3ii,墨,먹,묵,먹 묵
3ii,默,잠잠할,묵,잠잠할 묵
8__,門,문,문,문 문
7__,文,글월,문,글월 문
7__,問,물을,문,물을 문
6ii,聞,들을,문,들을 문
3ii,紋,무늬,문,무늬 문
7ii,物,물건,물,물건 물
3ii,勿,말,물,말 물
6__,美,아름다울,미,아름다울 미
6__,米,쌀,미,쌀 미
4ii,未,아닐,미,아닐 미
4ii,味,맛,미,맛 미
3ii,微,작을,미,작을 미
3ii,尾,꼬리,미,꼬리 미
3__,迷,미혹할,미,미혹할 미
3__,眉,눈썹,미,눈썹 미
8__,民,백성,민,백성 민
3__,敏,민첩할,민,민첩할 민
3__,憫,민망할,민,민망할 민
4ii,密,빽빽할,밀,빽빽할 밀
3__,蜜,꿀,밀,꿀 밀
6__,朴,성,박,성 박
4ii,博,넓을,박,넓을 박
4__,拍,칠,박,칠 박
3ii,迫,핍박할,박,핍박할 박
3ii,薄,엷을,박,엷을 박
3__,泊,머무를/배댈,박,머무를/배댈 박
6ii,半,반,반,반 반
6ii,反,돌이킬/돌아올,반,돌이킬/돌아올 반
6ii,班,나눌,반,나눌 반
3ii,般,가지/일반,반,가지/일반 반
3ii,盤,소반,반,소반 반
3ii,飯,밥,반,밥 반
3__,伴,짝,반,짝 반
3__,叛,배반할,반,배반할 반
3__,返,돌이킬,반,돌이킬 반
6ii,發,필,발,필 발
4__,髮,터럭,발,터럭 발
3ii,拔,뽑을,발,뽑을 발
7ii,方,모,방,모 방
6ii,放,놓을,방,놓을 방
4ii,防,막을,방,막을 방
4ii,房,방,방,방 방
4ii,訪,찾을,방,찾을 방
4__,妨,방해할,방,방해할 방
3ii,芳,꽃다울,방,꽃다울 방
3__,倣,본뜰,방,본뜰 방
3__,傍,곁,방,곁 방
3__,邦,나라,방,나라 방
5__,倍,곱,배,곱 배
4ii,拜,절,배,절 배
4ii,背,등,배,등 배
4ii,配,나눌/짝,배,나눌/짝 배
3ii,輩,무리,배,무리 배
3ii,培,북돋울,배,북돋울 배
3ii,排,밀칠,배,밀칠 배
3__,杯,잔,배,잔 배
8__,白,흰,백,흰 백
7__,百,일백,백,일백 백
3ii,伯,맏,백,맏 백
6__,番,차례,번,차례 번
3ii,繁,번성할,번,번성할 번
3__,飜,번역할,번,번역할 번
3__,煩,번거로울,번,번거로울 번
4ii,罰,벌할,벌,벌할 벌
4ii,伐,칠,벌,칠 벌
4__,犯,범할,범,범할 범
4__,範,법,범,법 범
3ii,凡,무릇,범,무릇 범
5ii,法,법,법,법 법
4ii,壁,벽,벽,벽 벽
3ii,碧,푸를,벽,푸를 벽
5ii,變,변할,변,변할 변
4ii,邊,가,변,가 변
4__,辯,말씀,변,말씀 변
3__,辨,분별할,변,분별할 변
6__,別,다를/나눌,별,다를/나눌 별
6__,病,병,병,병 병
5ii,兵,병사,병,병사 병
3ii,丙,남녘,병,남녘 병
3__,竝,나란히,병,나란히 병
3__,屛,병풍,병,병풍 병
4ii,保,지킬,보,지킬 보
4ii,步,걸음,보,걸음 보
4ii,報,갚을/알릴,보,갚을/알릴 보
4ii,寶,보배,보,보배 보
4__,普,넓을,보,넓을 보
3ii,譜,족보,보,족보 보
3ii,補,기울,보,기울 보
6__,服,옷,복,옷 복
5ii,福,복,복,복 복
4ii,復,회복할,복,회복할 복|다시 부
4__,伏,엎드릴,복,엎드릴 복
4__,複,겹칠,복,겹칠 복
3ii,腹,배,복,배 복
3__,卜,점,복,점 복
6__,本,근본,본,근본 본
5ii,奉,받들,봉,받들 봉
3ii,鳳,봉새,봉,봉새 봉
3ii,封,봉할,봉,봉할 봉
3ii,峯,봉우리,봉,봉우리 봉
3ii,逢,만날,봉,만날 봉
3__,蜂,벌,봉,벌 봉
8__,父,아비,부,아비 부
7__,夫,지아비,부,지아비 부
6ii,部,떼,부,떼 부
4ii,府,마을,부,마을 부
4ii,富,부자,부,부자 부
4ii,副,버금,부,버금 부
4ii,婦,며느리,부,며느리 부
4__,否,아닐,부,아닐 부
4__,負,질,부,질 부
3ii,覆,덮을,부,덮을 부|다시 복
3ii,符,부호,부,부호 부
3ii,付,부칠,부,부칠 부
3ii,浮,뜰,부,뜰 부
3ii,賦,부세,부,부세 부
3ii,腐,썩을,부,썩을 부
3ii,附,붙을,부,붙을 부
3ii,簿,문서,부,문서 부
3ii,扶,도울,부,도울 부
3__,赴,다다를/갈,부,다다를/갈 부
8__,北,북녘,북,북녘 북|달아날 배
6ii,分,나눌,분,나눌 분
4__,粉,가루,분,가루 분
4__,憤,분할,분,분할 분
3ii,奔,달릴,분,달릴 분
3ii,奮,떨칠,분,떨칠 분
3ii,紛,어지러울,분,어지러울 분
3__,墳,무덤,분,무덤 분
7ii,不,아닐,불,아닐 불
4ii,佛,부처,불,부처 불
3ii,拂,떨칠,불,떨칠 불
3__,崩,무너질,붕,무너질 붕
3__,朋,벗,붕,벗 붕
5__,比,견줄,비,견줄 비
5__,費,쓸,비,쓸 비
5__,鼻,코,비,코 비
4ii,飛,날,비,날 비
4ii,備,갖출,비,갖출 비
4ii,非,아닐,비,아닐 비
4ii,悲,슬플,비,슬플 비
4__,批,비평할,비,비평할 비
4__,祕,숨길,비,숨길 비
4__,碑,비석,비,비석 비
3ii,妃,왕비,비,왕비 비
3ii,婢,계집종,비,계집종 비
3ii,肥,살찔,비,살찔 비
3ii,卑,낮을,비,낮을 비
4ii,貧,가난할,빈,가난할 빈
3__,賓,손,빈,손 빈
3__,頻,자주,빈,자주 빈
5__,氷,얼음,빙,얼음 빙
3__,聘,부를,빙,부를 빙
8__,四,넉,사,넉 사
7ii,事,일,사,일 사
6ii,社,모일,사,모일 사
6__,使,하여금/부릴,사,하여금/부릴 사
6__,死,죽을,사,죽을 사
5ii,史,사기,사,사기 사
5ii,士,선비,사,선비 사
5ii,仕,섬길,사,섬길 사
5__,寫,베낄,사,베낄 사
5__,思,생각,사,생각 사
5__,査,조사할,사,조사할 사
4ii,寺,절,사,절 사
4ii,師,스승,사,스승 사
4ii,謝,사례할,사,사례할 사
4ii,舍,집,사,집 사
4__,辭,말씀,사,말씀 사
4__,私,사사,사,사사 사
4__,絲,실,사,실 사
4__,射,쏠,사,쏠 사
3ii,邪,간사할,사,간사할 사
3ii,沙,모래,사,모래 사
3ii,司,맡을,사,맡을 사
3ii,蛇,긴뱀,사,긴뱀 사
3ii,斜,비낄,사,비낄 사
3ii,詞,말/글,사,말/글 사
3ii,祀,제사,사,제사 사
3__,巳,뱀,사,뱀 사
3__,捨,버릴,사,버릴 사
3__,斯,이,사,이 사
3__,詐,속일,사,속일 사
3__,賜,줄,사,줄 사
3__,似,닮을,사,닮을 사
3ii,削,깎을,삭,깎을 삭
3__,朔,초하루,삭,초하루 삭
8__,山,메,산,메 산
7__,算,셈,산,셈 산
5ii,産,낳을,산,낳을 산
4__,散,흩을,산,흩을 산
4ii,殺,죽일,살,죽일 살|감할/빠를 쇄
8__,三,석,삼,석 삼
3ii,森,수풀,삼,수풀 삼
7ii,上,윗,상,윗 상
3ii,尙,오히려,상,오히려 상
5ii,商,장사,상,장사 상
5ii,相,서로,상,서로 상
5__,賞,상줄,상,상줄 상
4ii,常,떳떳할,상,떳떳할 상
4ii,床,상,상,상 상
4ii,想,생각,상,생각 상
4ii,狀,형상,상,형상 상|문서 장
4__,傷,다칠,상,다칠 상
